record_number,region,residence_type,family_composition,sex,age,marital_status,student,country_of_birth,health,ethnic_group,religion,economic_activity,occupation,industry,hours_worked_per_week,approximate_social_grade
9878,S92000003,P,0,1,3,1,2,1,2,1,1,3,9,6,X,4
9947,S92000003,P,1,1,5,2,2,1,2,1,2,3,9,8,X,4
10000,S92000003,P,1,1,2,1,2,1,1,1,1,3,9,3,X,3
10028,S92000003,P,1,1,5,2,2,1,3,1,2,3,1,7,X,1
10031,S92000003,P,2,1,4,1,2,1,1,1,2,3,2,3,X,2
10083,S92000003,P,0,1,5,4,2,1,2,1,1,3,8,2,X,3
10086,S92000003,P,2,2,5,1,2,1,1,1,2,3,1,7,X,2
10134,S92000003,P,4,2,4,4,2,1,2,1,2,3,7,6,X,2
10209,S92000003,P,4,1,2,1,1,1,2,1,1,4,X,X,X,4
10327,S92000003,P,0,2,2,1,1,1,3,1,1,4,X,X,X,2
10332,S92000003,C,X,2,2,1,1,2,2,3,2,4,X,X,X,X
10357,S92000003,P,0,1,6,4,2,1,3,1,2,3,5,2,X,3
10380,S92000003,P,0,2,2,1,2,1,2,1,1,3,2,11,X,4
10383,S92000003,P,0,1,4,1,2,2,3,1,1,3,9,6,X,4
10392,S92000003,P,1,1,4,2,2,1,1,1,1,3,7,6,X,1
10393,S92000003,P,4,2,3,1,2,1,2,1,1,3,6,5,X,4
10394,S92000003,P,4,2,3,1,2,1,2,1,1,3,6,5,X,4
10430,S92000003,P,4,1,2,1,2,1,1,1,1,3,7,8,X,1
10451,S92000003,P,2,1,2,1,2,1,1,1,2,3,8,2,X,2
10454,S92000003,P,0,1,5,1,2,1,2,1,2,3,5,3,X,3
10456,S92000003,P,2,1,5,4,2,1,2,1,1,3,9,2,X,4
10470,S92000003,P,1,2,2,1,2,1,2,1,2,3,7,4,X,4
10538,S92000003,P,2,2,2,1,2,1,1,1,2,3,9,5,X,4
10540,S92000003,P,2,2,2,1,2,1,2,1,1,3,6,10,X,2
10565,S92000003,P,4,2,2,1,1,1,1,1,1,4,X,X,X,4
10602,S92000003,P,0,1,3,1,2,1,1,1,1,3,5,2,X,4
10616,S92000003,P,2,1,2,1,2,1,1,1,1,3,5,3,X,2
10618,S92000003,P,0,2,2,1,2,1,1,1,2,3,7,8,X,2
10628,S92000003,P,4,2,4,1,2,1,3,1,1,3,7,4,X,4
10654,S92000003,P,2,1,5,1,2,1,1,1,2,3,1,4,X,2
10660,S92000003,P,1,2,2,1,2,1,2,1,2,3,X,X,X,3
10678,S92000003,P,4,2,4,4,2,1,2,1,1,3,9,4,X,4
10681,S92000003,P,2,1,3,1,2,1,2,1,9,3,7,6,X,2
10708,S92000003,P,1,1,6,2,2,1,3,1,2,3,8,4,X,4
10718,S92000003,P,1,2,3,2,2,2,1,3,6,3,2,10,X,1
10722,S92000003,P,1,2,4,2,2,2,2,6,1,3,7,4,X,1
10727,S92000003,P,1,1,2,1,1,1,1,1,2,4,X,X,X,4
10732,S92000003,P,1,2,4,2,2,1,3,3,6,3,7,4,X,4
10818,S92000003,P,4,2,4,1,2,1,2,1,1,3,9,10,X,4
10879,S92000003,P,5,1,2,1,1,2,1,1,2,4,X,X,X,4
10907,S92000003,P,1,2,6,2,2,1,1,1,2,3,4,10,X,3
10941,S92000003,P,4,2,4,3,2,1,2,1,1,3,4,11,X,2
10952,S92000003,P,4,1,2,1,1,1,1,3,6,4,X,X,X,4
10984,S92000003,P,0,2,2,1,2,1,2,1,2,3,9,8,X,4
11028,S92000003,P,0,2,5,3,2,1,1,1,2,3,4,8,X,2
11049,S92000003,P,2,1,4,1,2,2,2,3,3,3,7,4,X,4
11067,S92000003,P,4,1,3,1,2,1,3,1,2,3,2,2,X,2
11074,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,4
11081,S92000003,P,0,1,2,1,2,1,2,1,2,3,9,8,X,4
11084,S92000003,P,4,1,2,1,2,1,1,1,1,3,6,9,X,4
11097,S92000003,P,2,2,5,4,2,1,1,1,2,3,4,9,X,2
11163,S92000003,P,5,2,2,1,1,2,1,4,2,4,X,X,X,3
11202,S92000003,P,1,2,3,2,2,2,1,4,2,3,2,8,X,3
11213,S92000003,P,1,1,2,1,2,1,1,1,1,3,5,3,X,3
11313,S92000003,P,4,2,4,1,2,1,2,1,2,3,7,4,X,4
11318,S92000003,P,4,1,2,1,2,1,1,1,2,3,5,3,X,2
11328,S92000003,P,0,1,3,1,2,1,1,1,1,3,5,4,X,3
11335,S92000003,P,4,2,3,1,2,1,1,1,2,3,7,4,X,4
11337,S92000003,P,1,1,3,1,2,1,1,1,1,3,8,2,X,3
11340,S92000003,P,5,2,3,1,1,2,1,1,1,4,X,X,X,2
11358,S92000003,P,0,1,4,1,2,1,2,1,1,3,3,4,X,2
11439,S92000003,P,1,2,2,1,2,1,2,1,1,3,X,X,X,4
11464,S92000003,P,1,1,3,1,2,1,1,1,1,3,9,4,X,4
11519,S92000003,P,4,2,5,4,2,1,3,1,2,3,7,4,X,4
11520,S92000003,P,0,1,4,1,2,1,3,1,9,3,9,8,X,4
11571,S92000003,P,3,1,2,1,1,1,1,1,1,4,X,X,X,1
11611,S92000003,P,4,2,4,1,2,1,2,1,2,3,9,5,X,4
11681,S92000003,P,4,2,4,3,2,1,1,1,1,3,4,11,X,2
11697,S92000003,P,1,1,2,1,1,1,1,1,9,4,X,X,X,2
11703,S92000003,P,4,2,2,1,2,1,1,1,1,3,X,X,X,4
11704,S92000003,P,4,2,3,3,2,1,3,1,2,3,7,4,X,4
11705,S92000003,P,1,1,5,2,2,1,2,1,1,3,9,3,X,3
11726,S92000003,P,0,1,3,1,2,1,1,1,2,3,1,9,X,1
11766,S92000003,P,1,1,2,1,2,1,2,1,2,3,X,X,X,4
11829,S92000003,P,1,2,2,1,2,1,1,1,2,3,7,4,X,3
11830,S92000003,P,0,1,6,4,2,1,5,1,2,3,3,9,X,2
11838,S92000003,P,0,1,3,1,2,1,3,1,1,3,8,3,X,4
11840,S92000003,P,0,1,4,3,2,1,2,1,9,3,8,6,X,3
11847,S92000003,P,1,1,7,2,2,1,2,1,9,3,9,5,X,2
11865,S92000003,P,2,1,2,1,2,1,2,1,1,3,X,X,X,3
11882,S92000003,P,1,2,2,2,2,1,1,1,1,3,7,4,X,2
11900,S92000003,P,2,2,2,1,1,1,1,1,1,4,X,X,X,2
12033,S92000003,P,0,1,6,1,2,1,1,1,9,3,8,6,X,3
12068,S92000003,P,2,2,4,3,2,1,1,1,1,3,1,5,X,2
12073,S92000003,P,1,1,6,2,2,1,2,1,1,3,3,9,X,2
12132,S92000003,P,0,1,5,4,2,1,3,1,1,3,5,4,X,3
12141,S92000003,P,0,2,6,1,2,1,2,1,2,3,3,4,X,2
12173,S92000003,P,1,2,3,2,2,1,1,1,2,3,7,11,X,4
12239,S92000003,P,4,2,4,1,2,1,3,1,2,3,7,4,X,4
12252,S92000003,P,1,2,4,2,2,1,2,1,2,3,7,4,X,4
12253,S92000003,P,4,2,4,4,2,1,2,1,2,3,6,11,X,4
12256,S92000003,P,2,1,3,1,2,1,2,1,2,3,9,6,X,4
12299,S92000003,P,4,2,5,4,2,1,3,1,2,3,9,5,X,4
12326,S92000003,P,1,1,2,1,2,1,2,1,2,3,X,X,X,2
12351,S92000003,P,4,2,2,1,2,1,2,1,1,3,9,5,X,4
12373,S92000003,P,2,1,2,1,2,1,2,1,2,3,7,4,X,3
12378,S92000003,P,0,1,2,1,2,1,2,1,1,3,3,12,X,2
12420,S92000003,P,0,2,5,4,2,1,2,1,2,3,4,2,X,2
12432,S92000003,P,0,1,4,1,2,1,3,1,1,3,9,4,X,4
12449,S92000003,P,1,2,2,1,2,1,1,1,1,3,7,4,X,3
12485,S92000003,P,1,1,4,2,2,1,2,1,1,3,8,3,X,4
12487,S92000003,P,0,1,3,1,2,1,2,1,1,3,X,X,X,4
12513,S92000003,P,1,2,2,2,2,1,2,1,1,3,4,11,X,4
12522,S92000003,P,1,2,2,1,2,1,1,1,2,3,6,13,X,1
12536,S92000003,P,1,1,2,1,2,1,1,1,2,3,9,8,X,2
12568,S92000003,P,4,1,3,1,2,1,1,1,1,3,9,3,X,4
12572,S92000003,P,4,1,3,1,2,1,1,1,2,3,9,4,X,4
12662,S92000003,P,0,1,3,1,2,1,1,1,9,3,9,5,X,4
12677,S92000003,P,2,1,3,1,2,2,1,4,2,3,9,10,X,2
12689,S92000003,P,4,1,2,1,2,1,1,1,1,3,7,4,X,2
12718,S92000003,P,0,1,5,3,2,1,2,1,2,3,9,6,X,4
12744,S92000003,P,1,1,2,1,2,1,2,1,1,3,7,4,X,2
12764,S92000003,P,0,1,5,4,2,1,2,1,1,3,5,3,X,3
12808,S92000003,P,5,1,2,1,1,2,1,3,6,4,X,X,X,2
12821,S92000003,P,4,1,2,1,2,1,1,1,1,3,5,3,X,4
12829,S92000003,P,0,2,4,1,2,1,3,1,2,3,7,4,X,4
12835,S92000003,P,0,1,3,1,2,1,1,1,1,3,7,4,X,4
12856,S92000003,P,0,2,2,1,2,1,2,1,9,3,6,13,X,4
12860,S92000003,P,0,1,2,1,2,1,2,1,2,3,7,4,X,4
12906,S92000003,P,5,2,3,1,2,2,1,4,2,3,7,4,X,2
12915,S92000003,P,0,2,3,1,2,1,1,1,2,3,7,4,X,4
12928,S92000003,P,4,2,4,1,2,1,1,1,2,3,6,9,X,4
13009,S92000003,P,1,2,2,1,2,1,1,1,1,3,X,X,X,2
13021,S92000003,P,0,1,5,1,2,1,3,1,1,3,5,2,X,3
13097,S92000003,P,1,1,5,1,2,1,2,1,1,3,5,1,X,3
13108,S92000003,P,2,1,3,1,2,1,1,1,2,3,9,5,X,1
13152,S92000003,P,4,2,5,3,2,1,3,1,1,3,9,12,X,4
13156,S92000003,P,2,1,3,1,2,1,2,1,1,3,8,4,X,3
13170,S92000003,P,0,1,5,4,2,1,2,1,2,3,9,8,X,4
13223,S92000003,P,1,1,6,2,2,1,2,1,2,3,8,4,X,4
13249,S92000003,P,0,2,5,4,2,1,1,1,1,3,4,9,X,2
13275,S92000003,P,1,1,2,1,2,1,1,1,2,3,5,3,X,2
13282,S92000003,P,1,1,3,1,2,1,1,1,2,3,8,2,X,4
13300,S92000003,P,4,1,2,1,1,1,1,1,2,4,X,X,X,3
13380,S92000003,P,0,1,6,4,2,1,2,1,1,3,2,10,X,1
13391,S92000003,P,1,1,2,1,2,1,1,1,2,3,5,3,X,4
13411,S92000003,P,1,1,4,2,2,1,1,1,1,3,9,4,X,2
13436,S92000003,P,3,1,5,1,2,1,2,1,1,3,3,12,X,2
13440,S92000003,P,4,1,6,1,2,1,2,1,1,3,3,8,X,4
13448,S92000003,P,4,2,2,1,2,1,3,1,1,3,X,X,X,4
13487,S92000003,P,1,1,2,1,2,1,2,1,1,3,5,8,X,3
13512,S92000003,P,0,1,4,4,2,1,1,1,2,3,7,4,X,4
13516,S92000003,P,4,2,2,1,2,1,3,1,2,3,7,4,X,2
13555,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,1
13581,S92000003,P,1,1,7,2,2,1,2,1,2,3,5,3,X,2
13692,S92000003,P,4,1,5,1,2,1,1,1,2,3,4,9,X,3
13697,S92000003,P,0,1,5,4,2,1,1,1,2,3,8,4,X,3
13702,S92000003,P,2,2,4,4,2,1,1,1,2,3,9,4,X,3
13718,S92000003,P,2,1,5,1,2,1,3,1,9,3,X,X,X,4
13730,S92000003,P,4,1,2,1,2,1,2,1,1,3,X,X,X,4
13732,S92000003,P,1,1,5,1,2,1,2,1,2,3,5,3,X,4
13735,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,4
13786,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,2
13790,S92000003,P,4,1,2,1,2,1,1,1,9,3,5,5,X,4
13797,S92000003,P,0,1,5,4,2,1,4,1,1,3,5,3,X,3
13835,S92000003,P,1,1,5,1,2,1,1,1,2,3,9,2,X,1
13909,S92000003,P,1,2,5,2,2,1,2,1,1,3,9,2,X,4
13951,S92000003,P,0,1,5,1,2,1,1,1,1,3,3,2,X,2
13956,S92000003,P,2,1,4,1,2,1,1,1,2,3,5,3,X,2
13993,S92000003,P,2,1,5,4,2,1,2,1,2,3,3,4,X,2
14011,S92000003,P,2,1,4,1,2,1,1,1,2,3,5,3,X,2
14050,S92000003,P,0,1,5,1,2,1,1,1,1,3,4,8,X,2
14053,S92000003,P,4,1,6,1,2,1,1,1,9,3,9,5,X,2
14061,S92000003,P,0,1,5,1,2,1,3,1,1,3,4,12,X,2
14082,S92000003,P,4,1,2,1,2,1,1,1,9,3,9,4,X,4
14098,S92000003,P,0,1,5,1,2,1,1,1,2,3,5,3,X,3
14128,S92000003,P,0,2,2,1,2,1,1,1,1,3,X,X,X,4
14129,S92000003,P,2,2,2,1,2,1,2,1,1,3,3,11,X,2
14130,S92000003,P,0,1,5,4,2,1,4,1,2,3,9,5,X,4
14140,S92000003,P,1,1,6,2,2,1,2,1,1,3,9,6,X,2
14158,S92000003,P,1,2,2,1,2,1,2,1,1,3,X,X,X,3
14174,S92000003,P,1,1,2,1,2,1,1,1,2,3,5,5,X,4
14190,S92000003,P,4,2,3,1,2,1,3,1,9,3,7,6,X,2
14245,S92000003,P,2,1,3,1,2,1,2,1,1,3,5,3,X,4
14275,S92000003,P,1,2,3,2,2,1,1,1,1,3,1,5,X,2
14276,S92000003,P,3,1,5,1,2,1,2,1,2,3,9,8,X,3
14295,S92000003,P,2,1,6,3,2,1,2,1,2,3,3,3,X,2
14308,S92000003,P,0,2,4,1,2,1,2,1,1,3,6,13,X,4
14310,S92000003,P,2,1,3,1,2,1,1,1,1,3,7,7,X,2
14337,S92000003,P,1,2,2,1,1,1,2,1,2,4,X,X,X,3
14357,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,4
14358,S92000003,P,1,1,5,2,2,1,4,1,9,3,2,11,X,2
14361,S92000003,P,4,1,3,1,2,1,2,1,2,3,5,8,X,4
14380,S92000003,P,1,2,5,2,2,1,2,1,2,3,9,8,X,3
14397,S92000003,P,1,2,2,1,2,1,3,1,2,3,9,8,X,3
14414,S92000003,P,2,1,2,1,2,1,1,1,1,3,4,4,X,2
14438,S92000003,P,1,2,4,2,2,1,1,1,9,3,6,10,X,2
14455,S92000003,P,4,2,2,1,2,1,3,1,1,3,7,4,X,4
14491,S92000003,P,0,1,5,4,2,1,1,1,1,3,2,2,X,1
14517,S92000003,P,0,1,5,1,2,1,2,1,1,3,3,7,X,2
14523,S92000003,P,1,1,5,2,2,1,3,1,9,3,9,6,X,2
14533,S92000003,P,1,2,4,2,2,1,3,1,2,3,X,X,X,4
14556,S92000003,P,0,1,3,1,2,1,1,1,2,3,9,5,X,4
14623,S92000003,P,1,1,2,1,2,1,2,1,1,3,5,8,X,2
14635,S92000003,P,4,1,2,1,2,1,1,3,6,3,6,13,X,4
14688,S92000003,P,0,1,5,5,2,1,2,1,2,3,8,6,X,3
14693,S92000003,P,5,2,3,1,2,2,1,1,1,3,9,8,X,2
14736,S92000003,P,1,1,6,2,2,1,2,1,2,3,8,4,X,2
14744,S92000003,P,1,2,5,2,2,1,3,1,9,3,9,5,X,4
14750,S92000003,P,0,1,3,1,1,2,1,3,1,4,X,X,X,2
14856,S92000003,P,1,2,2,1,2,1,1,1,1,3,X,X,X,3
14874,S92000003,P,0,2,2,1,2,1,2,1,1,3,X,X,X,4
14904,S92000003,P,1,1,6,2,2,1,3,1,1,3,5,5,X,2
14920,S92000003,P,1,1,4,4,2,1,2,1,1,3,5,3,X,4
15001,S92000003,P,0,1,2,1,2,1,2,1,1,3,6,10,X,4
15005,S92000003,P,2,1,2,1,2,1,1,1,1,3,7,4,X,4
15085,S92000003,P,1,1,5,2,2,1,1,1,1,3,1,11,X,3
15093,S92000003,P,4,1,3,1,2,1,2,1,1,3,5,3,X,4
15128,S92000003,P,0,1,6,4,2,1,3,1,9,3,9,10,X,4
15142,S92000003,P,0,1,4,1,2,2,1,1,1,3,9,3,X,4
15148,S92000003,P,2,2,2,1,2,1,2,1,1,3,9,5,X,2
15164,S92000003,P,1,2,2,1,1,1,1,1,1,4,X,X,X,1
15168,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,4
15188,S92000003,P,1,1,2,1,2,1,2,1,1,3,7,4,X,4
15210,S92000003,P,1,1,6,2,2,1,3,1,2,3,9,5,X,4
15241,S92000003,P,3,1,4,1,2,1,2,1,2,3,6,11,X,4
15283,S92000003,P,1,1,3,1,2,1,1,1,9,3,7,4,X,4
15291,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,4
15344,S92000003,P,4,1,2,1,1,2,1,4,2,4,X,X,X,2
15410,S92000003,P,0,1,4,1,2,1,1,1,2,3,8,6,X,3
15542,S92000003,P,4,2,3,1,2,1,1,1,2,3,7,4,X,1
15581,S92000003,P,1,1,5,2,2,1,1,1,1,3,9,6,X,4
15621,S92000003,P,1,2,2,1,2,1,1,1,2,3,7,4,X,1
15779,S92000003,P,1,2,4,2,2,1,1,1,2,3,6,5,X,4
15862,S92000003,P,2,2,2,1,2,1,2,1,1,3,2,4,X,2
15891,S92000003,P,4,1,2,1,2,1,2,1,2,3,X,X,X,4
15908,S92000003,P,1,1,5,2,2,1,1,1,2,3,2,3,X,1
15916,S92000003,P,0,1,3,1,2,1,4,1,1,3,3,12,X,2
15922,S92000003,P,3,1,3,1,2,1,1,1,2,3,9,4,X,3
15927,S92000003,P,1,2,3,1,2,1,1,1,2,3,6,6,X,3
15954,S92000003,P,4,1,2,1,2,1,1,1,2,3,8,6,X,2
15993,S92000003,P,0,1,3,1,2,1,2,1,1,3,7,4,X,4
16003,S92000003,P,4,1,3,1,2,1,1,1,2,3,9,2,X,4
16055,S92000003,P,2,1,4,4,2,1,2,1,2,3,3,9,X,2
16077,S92000003,P,1,1,5,2,2,1,1,1,1,3,3,8,X,2
16081,S92000003,P,0,1,6,4,2,1,1,1,2,3,5,3,X,3
16098,S92000003,P,1,1,2,1,1,1,1,1,1,4,X,X,X,2
16113,S92000003,P,0,1,4,3,2,1,1,1,1,3,5,3,X,3
16128,S92000003,P,0,1,3,1,2,1,1,1,1,3,7,4,X,4
16144,S92000003,C,X,1,2,1,2,1,2,1,1,3,9,8,X,X
16170,S92000003,P,4,2,2,1,2,1,2,3,6,3,X,X,X,4
16188,S92000003,P,4,2,2,1,1,1,3,1,1,4,X,X,X,4
16198,S92000003,P,4,2,3,1,2,1,2,1,2,3,4,4,X,2
16207,S92000003,P,3,2,2,1,1,1,1,3,1,4,X,X,X,3
16221,S92000003,P,1,1,5,1,2,1,1,1,2,3,8,2,X,4
16224,S92000003,P,4,1,2,1,2,1,1,1,1,3,5,4,X,4
16226,S92000003,P,3,1,3,3,2,1,1,1,2,3,9,5,X,4
16247,S92000003,P,0,1,2,1,2,1,2,1,1,3,3,1,X,2
16290,S92000003,P,1,2,3,2,2,2,1,6,6,3,2,10,X,1
16368,S92000003,P,2,1,5,1,2,1,2,1,2,3,8,2,X,3
16380,S92000003,P,2,2,2,1,2,1,1,1,2,3,9,12,X,2
16489,S92000003,P,0,1,3,2,2,2,2,4,2,3,7,4,X,4
16494,S92000003,P,2,1,5,4,2,1,2,1,2,3,5,4,X,4
16504,S92000003,P,0,1,4,1,2,1,2,1,2,3,9,4,X,4
16558,S92000003,P,2,2,2,1,2,1,1,1,1,3,X,X,X,4
16604,S92000003,P,0,2,2,1,1,1,1,1,2,4,X,X,X,2
16619,S92000003,P,1,1,6,2,2,1,2,1,2,3,3,7,X,2
16624,S92000003,P,4,1,2,1,2,1,1,1,2,3,9,3,X,2
16653,S92000003,P,4,1,3,1,2,1,2,1,1,3,5,5,X,4
16657,S92000003,P,1,1,2,1,1,1,1,1,1,4,X,X,X,4
16663,S92000003,P,0,1,4,1,2,1,3,1,1,3,1,6,X,1
16671,S92000003,P,3,1,4,1,2,1,2,1,2,3,9,6,X,2
16675,S92000003,P,2,2,2,1,2,1,3,1,1,3,7,4,X,2
16676,S92000003,P,3,2,2,1,2,1,1,1,2,3,9,5,X,3
16677,S92000003,P,0,2,2,1,2,1,1,1,9,3,X,X,X,4
16682,S92000003,P,0,1,5,1,2,1,2,1,2,3,9,8,X,4
16684,S92000003,P,4,2,2,1,2,1,1,1,1,3,9,8,X,4
16743,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,4
16753,S92000003,P,0,1,5,1,2,1,2,1,1,3,2,10,X,1
16814,S92000003,P,4,2,2,1,2,1,1,1,1,3,X,X,X,2
16833,S92000003,P,0,1,7,5,2,1,1,1,2,3,9,3,X,4
16884,S92000003,P,1,1,3,2,2,1,1,1,2,3,9,3,X,4
16890,S92000003,P,0,1,4,1,2,1,3,1,8,3,9,5,X,4
16920,S92000003,P,0,1,5,1,2,1,2,1,9,3,6,9,X,4
16926,S92000003,P,3,1,5,3,2,1,2,1,2,3,9,3,X,4
16935,S92000003,P,1,1,3,1,2,1,1,1,1,3,8,2,X,4
16973,S92000003,P,2,1,3,1,2,1,2,1,1,3,8,2,X,4
16999,S92000003,P,0,1,5,1,2,1,3,1,2,3,9,2,X,4
17017,S92000003,P,4,2,3,1,2,1,1,1,2,3,6,11,X,4
17100,S92000003,P,4,1,3,1,2,1,1,1,2,3,X,X,X,1
17136,S92000003,P,1,1,5,2,2,1,1,1,2,3,5,8,X,2
17184,S92000003,P,0,1,5,1,2,1,2,1,1,3,8,4,X,4
17185,S92000003,P,4,1,5,1,2,1,2,1,2,3,5,3,X,4
17192,S92000003,P,0,1,3,1,2,1,3,1,1,3,8,3,X,4
17235,S92000003,P,0,1,2,1,2,1,2,1,9,3,3,11,X,2
17275,S92000003,P,2,1,3,1,2,1,2,1,1,3,7,4,X,4
17276,S92000003,P,4,2,4,1,2,1,1,1,1,3,8,2,X,4
17280,S92000003,P,1,1,3,1,2,1,2,1,2,3,6,13,X,3
17350,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,4
17370,S92000003,P,1,1,3,1,2,1,1,1,9,3,5,5,X,3
17412,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,4
17528,S92000003,P,0,2,2,1,2,1,4,1,8,3,7,4,X,4
17562,S92000003,P,1,1,5,1,2,1,2,1,2,3,8,2,X,4
17592,S92000003,P,0,1,5,4,2,1,3,1,2,3,9,2,X,4
17618,S92000003,P,0,2,6,5,2,1,1,1,2,3,3,9,X,2
17628,S92000003,P,1,1,6,2,2,1,3,1,2,3,8,2,X,4
17733,S92000003,P,1,1,5,2,2,1,3,1,1,3,5,3,X,4
17746,S92000003,P,0,1,4,1,2,1,1,1,1,3,4,9,X,2
17769,S92000003,P,0,1,2,1,1,1,2,1,1,4,X,X,X,2
17775,S92000003,P,2,2,2,1,2,1,1,1,1,3,6,11,X,4
17783,S92000003,P,1,1,3,2,2,1,1,1,1,3,7,4,X,2
17851,S92000003,P,0,1,4,1,2,1,1,1,2,3,9,8,X,4
17852,S92000003,P,0,2,3,1,2,1,2,1,2,3,9,12,X,4
17911,S92000003,P,0,1,3,1,2,1,1,1,2,3,8,2,X,4
17914,S92000003,P,4,2,2,1,2,1,1,1,2,3,X,X,X,4
17971,S92000003,P,2,1,3,1,2,1,1,1,1,3,9,6,X,2
18016,S92000003,P,1,2,6,2,2,1,2,1,2,3,8,2,X,4
18032,S92000003,P,2,1,3,1,2,1,2,1,1,3,8,2,X,2
18056,S92000003,P,3,1,2,1,2,1,1,1,8,3,X,X,X,2
18064,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,2
18075,S92000003,P,1,1,3,1,2,1,1,1,2,3,9,3,X,2
18077,S92000003,P,4,1,2,1,1,1,1,1,2,4,X,X,X,4
18121,S92000003,P,1,1,5,2,2,1,1,1,2,3,1,3,X,2
18139,S92000003,P,1,1,3,2,2,1,2,1,2,3,9,4,X,2
18176,S92000003,P,4,2,3,1,2,1,1,1,9,3,5,4,X,4
18212,S92000003,P,0,1,3,1,2,1,1,1,1,3,8,6,X,3
18267,S92000003,P,0,1,3,1,2,1,2,1,1,3,9,3,X,4
18300,S92000003,P,1,1,3,3,2,1,2,1,9,3,9,4,X,3
18331,S92000003,P,1,1,2,1,2,1,1,1,1,3,4,12,X,1
18357,S92000003,P,4,2,3,3,2,1,1,1,2,3,6,11,X,4
18360,S92000003,P,0,1,2,1,1,2,1,3,4,4,X,X,X,2
18367,S92000003,P,0,1,2,1,2,1,3,1,1,3,7,4,X,2
18372,S92000003,P,2,1,5,1,2,1,2,1,2,3,9,12,X,4
18459,S92000003,C,X,1,3,1,2,1,1,1,1,3,8,2,X,X
18465,S92000003,P,1,1,3,2,2,1,2,1,2,3,2,8,X,1
18529,S92000003,P,1,2,2,1,2,1,2,1,1,3,6,13,X,2
18563,S92000003,P,0,2,2,1,1,2,2,4,2,4,X,X,X,2
18583,S92000003,P,1,2,4,2,2,1,1,1,2,3,6,5,X,3
18624,S92000003,P,0,1,3,1,2,1,2,1,1,3,5,3,X,3
18692,S92000003,P,0,1,3,1,2,2,1,1,2,3,8,4,X,1
18696,S92000003,P,4,2,3,1,2,1,2,1,1,3,7,5,X,4
18702,S92000003,P,0,2,5,4,2,1,3,1,2,3,5,6,X,4
18704,S92000003,P,4,2,3,1,2,1,2,1,1,3,9,8,X,4
18839,S92000003,P,2,2,3,1,2,2,2,1,9,3,6,5,X,4
18865,S92000003,P,2,1,4,1,2,1,2,1,2,3,9,4,X,4
18888,S92000003,P,4,1,2,1,2,1,1,1,1,3,9,5,X,2
18898,S92000003,P,1,1,5,2,2,1,1,1,1,3,8,1,X,3
18956,S92000003,P,1,2,5,2,2,1,2,1,1,3,4,6,X,2
19033,S92000003,P,1,1,2,1,2,1,1,1,1,3,4,8,X,2
19054,S92000003,P,1,1,5,2,2,1,1,1,1,3,9,3,X,3
19063,S92000003,P,0,2,3,5,2,1,2,1,1,3,9,5,X,4
19157,S92000003,P,1,1,2,1,2,1,1,1,1,3,5,10,X,4
19163,S92000003,P,1,1,2,1,2,1,1,1,2,3,5,3,X,3
19169,S92000003,P,2,1,2,1,2,1,2,1,1,3,X,X,X,2
19179,S92000003,P,2,2,2,1,2,1,2,1,2,3,4,9,X,2
19209,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,4
19218,S92000003,P,4,1,3,1,2,1,2,1,2,3,8,4,X,2
19222,S92000003,P,1,1,6,2,2,1,2,1,2,3,5,3,X,3
19230,S92000003,P,1,1,5,2,2,1,2,1,9,3,9,3,X,4
19239,S92000003,P,0,1,5,4,2,1,2,1,2,3,5,4,X,3
19293,S92000003,P,4,2,4,3,2,1,1,1,1,3,9,8,X,4
19298,S92000003,P,0,1,3,1,2,1,3,1,2,3,2,8,X,1
19305,S92000003,P,1,1,2,1,2,1,1,1,1,3,9,3,X,2
19325,S92000003,P,0,2,4,1,2,1,3,1,9,3,9,4,X,4
19336,S92000003,P,0,1,3,1,2,1,2,1,1,3,8,4,X,3
19355,S92000003,P,4,2,4,4,2,1,2,1,1,3,9,2,X,4
19411,S92000003,P,4,2,2,1,2,1,1,1,1,3,7,5,X,4
19450,S92000003,P,0,1,6,4,2,1,1,1,2,3,8,3,X,4
19467,S92000003,P,1,2,7,2,2,1,2,1,1,3,4,9,X,4
19487,S92000003,P,4,2,4,3,2,1,1,1,2,3,2,10,X,1
19525,S92000003,P,1,2,6,2,2,1,1,1,2,3,4,11,X,1
19547,S92000003,P,1,1,6,2,2,1,3,1,2,3,2,11,X,4
19559,S92000003,P,4,2,3,1,2,1,3,1,2,3,5,5,X,4
19562,S92000003,P,0,1,6,1,2,1,1,1,2,3,5,2,X,3
19643,S92000003,P,3,1,4,3,2,1,1,1,1,3,8,3,X,3
19650,S92000003,P,4,1,2,1,2,1,1,1,2,3,7,4,X,1
