record_number,region,residence_type,family_composition,sex,age,marital_status,student,country_of_birth,health,ethnic_group,religion,economic_activity,occupation,industry,hours_worked_per_week,approximate_social_grade
33,S92000003,P,1,2,3,2,2,2,3,1,2,7,4,2,X,2
34,S92000003,P,1,2,5,1,2,1,1,1,2,1,2,10,3,3
35,S92000003,P,1,2,2,1,1,1,1,1,1,4,3,9,3,1
36,S92000003,P,2,1,3,1,2,1,1,1,1,2,2,8,3,1
37,S92000003,P,2,1,7,4,2,1,2,1,2,1,9,4,2,4
38,S92000003,P,0,1,3,1,2,1,1,1,1,1,2,8,3,1
39,S92000003,P,0,1,6,2,2,2,1,1,2,2,2,4,3,1
40,S92000003,P,2,1,5,1,2,1,1,1,1,1,2,10,3,1
41,S92000003,P,4,2,3,1,2,2,1,1,2,1,9,4,2,4
42,S92000003,P,1,2,1,1,2,1,1,4,2,X,X,X,X,X
43,S92000003,P,2,2,3,1,2,1,1,1,9,1,9,5,3,4
44,S92000003,P,0,1,3,1,2,1,2,1,1,1,3,2,3,2
45,S92000003,P,2,1,3,1,2,1,1,1,1,1,5,3,4,3
46,S92000003,P,0,1,2,1,1,1,2,1,9,4,6,4,2,1
47,S92000003,P,2,1,2,1,2,1,1,1,1,1,4,6,3,3
48,S92000003,P,2,2,2,1,2,2,2,1,2,1,4,7,3,2
49,S92000003,P,2,2,3,1,2,1,2,1,1,1,3,4,2,3
50,S92000003,P,1,1,5,2,2,1,2,1,1,1,8,6,4,3
51,S92000003,P,1,2,6,2,2,1,2,1,2,5,6,11,X,4
52,S92000003,P,0,1,4,1,2,1,2,1,1,1,2,8,3,1
53,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
54,S92000003,P,0,2,5,2,2,2,1,4,2,1,4,11,3,2
55,S92000003,P,0,1,3,1,2,1,1,1,1,1,6,8,3,2
56,S92000003,P,2,2,2,1,1,1,1,1,1,4,9,5,1,2
57,S92000003,P,0,2,3,1,1,2,2,2,2,4,7,4,2,2
58,S92000003,P,1,1,3,2,2,2,1,1,2,1,8,6,3,3
59,S92000003,P,2,2,2,1,2,1,2,1,2,1,4,10,3,2
60,S92000003,P,1,1,3,2,2,2,1,3,6,1,2,6,3,1
61,S92000003,P,0,1,4,1,2,1,2,1,2,9,9,2,X,4
62,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
63,S92000003,P,1,2,1,1,1,2,1,1,1,X,X,X,X,X
64,S92000003,P,2,2,4,4,2,1,2,1,2,7,4,4,X,2
65,S92000003,P,2,2,4,4,2,1,1,1,1,7,4,3,X,3
66,S92000003,P,1,1,8,2,2,1,2,1,2,5,1,7,X,1
67,S92000003,P,1,2,6,2,2,1,2,1,2,7,6,11,X,2
68,S92000003,P,0,1,6,4,2,1,1,1,1,1,3,6,3,2
69,S92000003,P,0,2,6,4,2,2,2,6,1,1,2,11,3,1
70,S92000003,P,1,2,5,2,2,1,1,1,1,1,2,11,3,2
71,S92000003,P,1,2,7,2,2,1,1,1,2,5,6,11,X,4
72,S92000003,P,1,1,7,2,2,1,2,1,2,5,8,4,X,2
73,S92000003,P,1,2,1,1,1,2,1,1,2,X,X,X,X,X
74,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
75,S92000003,P,1,2,8,2,2,1,2,1,2,5,3,11,X,2
76,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
77,S92000003,P,1,1,3,1,2,1,2,1,1,8,7,12,X,2
78,S92000003,P,0,2,4,1,2,1,2,1,9,1,2,3,3,1
79,S92000003,P,1,1,6,2,2,1,2,1,2,1,6,11,3,3
80,S92000003,P,1,1,8,2,2,1,3,1,1,5,5,13,X,3
81,S92000003,P,1,1,6,2,2,1,2,1,2,1,7,4,3,4
82,S92000003,P,1,2,5,2,2,1,1,1,1,1,4,9,3,2
83,S92000003,P,1,1,6,2,2,1,1,1,2,1,5,4,3,3
84,S92000003,P,1,1,5,2,2,1,1,1,9,1,2,2,3,2
85,S92000003,P,1,1,7,2,2,1,2,1,1,5,4,4,X,2
86,S92000003,P,1,2,2,1,1,1,1,1,2,4,7,4,1,1
87,S92000003,P,1,1,8,2,2,1,2,1,2,5,9,2,X,4
88,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,10,2,3
89,S92000003,P,3,2,4,1,2,1,2,1,2,1,7,4,2,3
90,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
91,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
92,S92000003,P,1,1,6,2,2,1,1,1,9,2,5,3,3,3
93,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
94,S92000003,P,2,1,4,1,2,1,1,1,1,1,8,6,3,4
95,S92000003,P,1,2,7,2,2,1,2,1,9,5,9,11,X,3
96,S92000003,P,1,2,8,2,2,1,2,1,2,5,7,4,X,4
97,S92000003,P,0,1,8,5,2,1,2,1,2,5,8,2,X,4
98,S92000003,P,1,2,7,2,2,1,3,1,2,5,9,8,X,4
99,S92000003,P,1,2,2,1,2,1,1,1,2,1,7,8,3,3
100,S92000003,P,1,2,7,2,2,1,3,1,9,1,4,3,2,3
101,S92000003,P,1,1,4,2,2,1,2,1,1,1,5,2,4,3
102,S92000003,P,1,2,6,2,2,1,1,1,2,7,1,6,X,3
103,S92000003,P,0,2,5,4,2,1,4,1,2,8,6,8,X,4
104,S92000003,P,0,2,8,1,2,1,2,1,2,5,4,6,X,2
105,S92000003,P,1,1,5,2,2,1,1,1,9,2,5,1,4,3
106,S92000003,P,1,2,5,2,2,1,1,1,2,1,7,4,2,3
107,S92000003,P,5,2,8,1,2,1,3,1,2,2,5,1,4,3
108,S92000003,P,1,1,4,2,2,1,1,1,2,1,5,3,3,3
109,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
110,S92000003,P,0,2,7,4,2,1,3,1,2,5,1,5,X,2
111,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,10,2,2
112,S92000003,P,0,1,4,3,2,1,4,1,2,1,8,2,4,4
113,S92000003,P,1,2,5,2,2,1,1,1,1,1,4,8,3,3
114,S92000003,P,2,1,5,1,2,1,1,1,1,1,9,2,3,4
115,S92000003,P,1,2,3,2,2,1,2,1,2,1,4,10,2,3
116,S92000003,P,0,2,5,5,2,1,1,1,2,1,4,9,3,2
117,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
118,S92000003,P,1,1,2,1,2,1,1,1,2,1,3,9,3,3
119,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
120,S92000003,P,1,1,6,2,2,1,2,1,2,1,3,6,4,2
121,S92000003,P,1,1,5,2,2,1,1,1,1,1,8,2,3,3
122,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,10,2,3
123,S92000003,P,1,1,5,2,2,1,1,1,2,1,3,6,4,2
124,S92000003,P,1,2,3,2,2,1,1,1,1,1,6,13,2,4
125,S92000003,P,1,2,4,2,2,1,1,1,1,7,4,7,X,4
126,S92000003,P,2,2,5,1,2,1,2,1,1,1,3,2,2,1
127,S92000003,P,2,1,5,1,2,1,1,1,9,1,2,10,3,1
128,S92000003,P,1,1,5,2,2,1,2,1,2,1,2,6,3,1
129,S92000003,P,1,2,4,2,2,1,1,1,2,1,6,11,2,2
130,S92000003,P,2,2,4,1,2,1,2,1,1,1,4,3,3,2
131,S92000003,P,1,1,4,2,2,1,1,1,1,1,2,10,3,1
132,S92000003,P,0,2,8,5,2,1,3,1,2,5,5,10,X,4
133,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
134,S92000003,P,1,1,4,2,2,1,2,1,2,1,5,4,4,3
135,S92000003,P,2,1,6,4,2,1,4,1,9,8,1,2,X,4
136,S92000003,P,1,2,6,2,2,1,1,1,9,5,1,5,X,4
137,S92000003,P,0,2,7,4,2,1,5,1,2,5,6,11,X,4
138,S92000003,P,2,1,2,1,2,1,1,1,1,1,3,6,3,2
139,S92000003,P,1,2,6,2,2,1,2,1,9,5,8,2,X,1
140,S92000003,P,0,2,4,4,2,1,1,1,2,1,9,5,4,4
141,S92000003,P,2,1,3,1,2,1,1,1,1,1,3,3,3,2
142,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
143,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
144,S92000003,P,1,1,1,1,1,2,2,1,2,X,X,X,X,X
145,S92000003,P,1,1,3,1,2,1,2,1,2,1,5,3,4,1
146,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
147,S92000003,P,1,1,5,2,2,1,1,1,1,1,3,8,3,2
148,S92000003,P,4,1,2,1,1,1,1,1,1,4,9,5,1,4
149,S92000003,P,4,2,3,1,2,1,1,1,1,7,9,8,X,4
150,S92000003,P,2,2,4,3,2,1,1,1,1,1,6,11,2,2
151,S92000003,P,1,1,6,2,2,1,2,1,2,1,5,4,3,3
152,S92000003,P,2,1,1,1,2,1,2,1,1,X,X,X,X,X
153,S92000003,P,1,2,8,2,2,1,3,1,1,5,7,4,X,4
154,S92000003,P,2,2,4,1,2,1,4,1,1,1,4,11,3,2
155,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
156,S92000003,P,4,1,1,1,2,1,1,1,9,X,X,X,X,X
157,S92000003,P,1,1,7,2,2,1,2,1,9,5,1,12,X,2
158,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,11,X,2
159,S92000003,P,1,1,8,2,2,1,2,1,2,5,2,2,X,2
160,S92000003,P,0,1,8,5,2,1,2,1,2,5,3,10,X,1
161,S92000003,P,0,2,8,5,2,1,3,1,2,5,3,9,X,2
162,S92000003,P,1,2,4,2,2,1,1,1,2,2,1,4,3,4
163,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
164,S92000003,P,1,2,6,2,2,1,3,1,2,1,4,4,1,2
165,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
166,S92000003,P,1,1,4,2,2,1,1,1,2,1,3,2,3,2
167,S92000003,P,0,1,8,5,2,1,3,1,2,5,5,2,X,4
168,S92000003,P,1,1,4,2,2,1,2,1,2,1,6,11,3,4
169,S92000003,P,1,1,6,2,2,1,2,1,2,1,7,4,2,4
170,S92000003,P,2,2,3,1,2,1,2,1,1,1,3,11,3,2
171,S92000003,P,1,2,4,2,2,2,2,3,1,1,2,11,2,3
172,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
173,S92000003,P,2,2,2,1,1,1,1,1,1,4,7,4,1,3
174,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
175,S92000003,P,2,1,5,3,2,1,2,1,1,1,3,11,3,2
176,S92000003,P,0,1,5,1,2,1,1,1,2,1,8,2,3,4
177,S92000003,P,1,1,8,2,2,1,5,1,2,5,8,6,X,3
178,S92000003,P,1,1,2,1,2,1,1,1,2,1,5,11,3,4
179,S92000003,P,4,1,1,1,2,1,2,1,1,X,X,X,X,X
180,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
181,S92000003,P,1,2,5,2,2,1,5,1,1,8,6,11,X,3
182,S92000003,P,4,1,3,1,2,1,1,1,1,9,5,2,X,2
183,S92000003,P,4,1,2,1,2,1,2,1,1,1,5,3,3,4
184,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
185,S92000003,P,3,1,5,5,2,1,2,1,1,2,5,3,3,3
186,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
187,S92000003,P,1,1,5,2,2,1,1,1,2,1,3,9,3,2
188,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
189,S92000003,P,0,2,6,1,2,1,1,1,1,2,9,6,3,4
190,S92000003,P,0,2,5,1,2,1,1,1,2,1,9,5,1,4
191,S92000003,P,1,2,3,2,2,1,1,1,2,1,4,10,3,2
192,S92000003,P,4,2,3,1,2,1,3,1,1,7,4,8,X,2
193,S92000003,P,2,1,5,1,2,1,2,1,1,1,5,11,2,4
194,S92000003,P,1,1,5,2,2,1,2,1,2,1,1,3,3,1
195,S92000003,P,1,1,6,2,2,2,1,1,2,2,6,13,3,3
196,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
197,S92000003,P,0,2,7,4,2,1,4,1,1,5,8,2,X,4
198,S92000003,P,1,2,3,2,2,1,2,1,1,7,9,10,X,3
199,S92000003,P,0,2,3,1,2,1,1,1,9,1,3,4,3,1
200,S92000003,P,4,2,3,4,2,1,3,1,1,8,9,2,X,4
201,S92000003,P,1,2,3,2,2,1,1,3,6,2,1,4,3,1
202,S92000003,P,4,1,1,1,1,1,1,5,1,X,X,X,X,X
203,S92000003,P,1,1,6,2,2,1,2,1,2,1,2,10,2,1
204,S92000003,P,0,2,5,4,2,1,1,1,2,1,4,9,3,2
205,S92000003,P,1,1,7,2,2,1,2,1,2,5,5,3,X,2
206,S92000003,P,1,1,2,1,1,1,1,1,2,4,3,10,2,3
207,S92000003,P,4,2,4,1,2,1,4,1,1,8,X,X,X,4
208,S92000003,P,1,2,4,2,2,2,1,3,4,1,4,6,2,4
209,S92000003,P,0,1,6,4,2,1,3,1,1,5,3,12,X,2
210,S92000003,P,1,2,3,2,2,1,1,1,2,1,4,10,3,4
211,S92000003,P,0,2,8,1,2,1,3,1,2,9,4,2,X,2
212,S92000003,P,2,1,3,1,2,1,1,3,6,1,1,4,3,2
213,S92000003,P,1,1,7,2,2,1,3,1,2,5,9,2,X,4
214,S92000003,P,0,1,7,4,2,1,4,1,2,5,8,5,X,3
215,S92000003,P,0,1,4,1,2,1,1,1,1,8,8,2,X,4
216,S92000003,P,0,1,4,1,2,1,1,1,2,1,3,9,3,2
217,S92000003,C,X,2,8,1,2,1,5,1,9,5,6,4,X,X
218,S92000003,P,0,2,8,5,2,1,1,1,2,5,7,4,X,4
219,S92000003,P,1,2,6,2,2,1,1,1,2,7,4,2,X,2
220,S92000003,P,1,2,6,2,2,2,1,1,1,5,4,3,X,2
221,S92000003,P,1,2,6,2,2,1,4,1,2,8,6,6,X,3
222,S92000003,P,1,2,4,2,2,1,1,1,9,1,4,9,3,2
223,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,11,3,2
224,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
225,S92000003,P,3,1,4,1,2,1,1,1,1,1,5,1,3,2
226,S92000003,P,1,1,5,2,2,2,1,1,9,2,2,7,2,1
227,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
228,S92000003,P,1,2,5,2,2,1,1,1,1,2,1,6,4,1
229,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
230,S92000003,P,1,2,2,1,2,1,1,1,1,1,4,7,3,1
231,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
232,S92000003,P,1,2,6,2,2,1,2,1,1,5,2,10,X,1
233,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
234,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
235,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,11,X,1
236,S92000003,P,1,2,5,2,2,1,2,1,1,1,9,4,2,4
237,S92000003,P,0,1,7,4,2,1,2,1,2,5,3,3,X,2
238,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
239,S92000003,P,1,1,5,2,2,1,1,1,1,2,2,2,3,1
240,S92000003,P,1,1,6,2,2,1,1,1,2,2,2,8,3,1
241,S92000003,P,0,1,5,1,2,1,3,1,2,8,9,1,X,4
242,S92000003,P,2,2,5,1,2,1,1,1,2,1,7,4,3,3
243,S92000003,P,1,2,1,1,2,1,2,1,2,X,X,X,X,X
244,S92000003,P,1,2,8,2,2,1,4,1,2,5,2,11,X,2
245,S92000003,P,1,2,8,2,2,1,2,1,2,5,4,7,X,3
246,S92000003,P,1,2,7,2,2,1,2,1,2,5,9,11,X,4
247,S92000003,P,4,2,4,1,2,1,1,1,1,1,3,2,3,2
248,S92000003,P,4,1,3,1,2,1,1,1,2,1,8,6,4,2
249,S92000003,P,0,1,5,4,2,1,1,1,2,1,3,8,3,2
250,S92000003,P,0,1,3,3,2,1,1,1,1,1,5,2,4,3
251,S92000003,P,0,2,7,1,2,1,1,1,1,5,4,8,X,2
252,S92000003,P,1,2,8,2,2,1,2,1,2,5,2,10,X,4
253,S92000003,P,1,1,6,2,2,1,2,1,1,1,5,2,3,3
254,S92000003,P,1,1,6,2,2,1,1,1,1,5,3,9,X,2
255,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
256,S92000003,P,3,1,3,1,2,1,1,1,9,1,8,2,3,2
257,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
258,S92000003,P,1,2,8,2,2,1,2,1,2,5,4,13,X,2
259,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
260,S92000003,P,1,1,5,2,2,1,2,1,2,2,7,9,2,2
261,S92000003,P,0,2,4,1,2,2,2,1,1,1,2,8,3,1
262,S92000003,P,1,1,4,2,2,1,2,1,2,1,5,2,3,3
263,S92000003,P,2,1,4,1,2,1,2,1,2,1,1,6,4,2
264,S92000003,P,2,2,3,1,2,1,1,1,2,1,2,10,3,1
265,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
266,S92000003,P,1,1,3,1,2,1,1,1,2,1,1,4,3,3
267,S92000003,P,1,2,5,2,2,1,3,1,1,1,6,11,2,3
268,S92000003,P,1,1,8,2,2,1,2,1,2,5,2,6,X,1
269,S92000003,P,1,2,5,2,2,1,2,1,2,9,1,11,X,1
270,S92000003,P,1,1,4,2,2,1,2,1,1,2,1,5,4,1
271,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
272,S92000003,P,1,1,4,2,2,1,1,1,1,1,5,3,3,3
273,S92000003,P,0,1,8,5,2,1,2,1,2,5,8,6,X,3
274,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
275,S92000003,P,2,2,5,4,2,1,1,1,2,2,6,13,2,3
276,S92000003,P,1,2,7,2,2,1,1,1,1,5,4,8,X,2
277,S92000003,P,1,1,6,2,2,1,2,1,2,2,5,1,4,3
278,S92000003,P,4,2,3,1,2,1,3,1,2,1,9,5,2,4
279,S92000003,P,0,2,8,5,2,1,4,1,9,5,9,5,X,3
280,S92000003,P,2,1,4,3,2,2,2,1,1,1,9,4,3,4
281,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
282,S92000003,P,1,1,7,2,2,1,2,1,1,1,2,10,2,1
283,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
284,S92000003,P,2,1,4,4,2,1,1,1,1,1,4,6,3,2
285,S92000003,P,1,2,6,2,2,1,2,1,1,2,5,10,2,3
286,S92000003,P,2,2,3,1,2,1,1,1,2,1,6,11,1,3
287,S92000003,P,1,2,6,2,2,1,2,1,1,5,2,10,X,3
288,S92000003,P,1,2,6,2,2,1,2,1,2,5,7,4,X,3
289,S92000003,P,0,2,5,3,2,1,1,1,2,1,3,13,2,2
290,S92000003,P,2,1,3,1,2,1,1,1,1,1,2,10,3,1
291,S92000003,P,1,1,4,2,2,1,2,1,2,1,8,8,4,3
292,S92000003,P,1,1,3,1,2,1,1,1,2,1,9,3,3,4
293,S92000003,P,1,1,4,2,2,1,1,1,1,2,5,4,4,3
294,S92000003,P,1,1,6,2,2,1,3,1,2,2,5,1,4,3
295,S92000003,P,4,2,4,1,2,1,1,1,2,1,6,10,2,3
296,S92000003,P,0,2,6,1,2,2,2,1,2,1,2,10,1,1
297,S92000003,P,2,1,5,1,2,1,1,1,1,2,5,3,4,4
298,S92000003,P,0,2,8,5,2,1,3,1,2,5,6,11,X,4
299,S92000003,P,1,2,2,1,2,1,1,1,1,2,3,12,4,1
300,S92000003,P,2,2,6,4,2,1,2,1,9,1,1,2,2,2
301,S92000003,P,1,2,5,2,2,1,1,1,9,1,7,4,2,1
302,S92000003,P,1,2,7,2,2,1,2,1,2,5,2,11,X,1
303,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
304,S92000003,P,1,1,5,2,2,1,2,1,2,1,1,4,3,1
305,S92000003,P,1,1,2,1,1,1,1,1,2,4,5,1,2,1
306,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
307,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
308,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
309,S92000003,P,1,2,6,2,2,1,1,1,2,5,6,11,X,2
310,S92000003,P,1,2,7,2,2,1,2,1,2,5,1,5,X,2
311,S92000003,P,0,2,8,5,2,2,1,1,2,5,2,10,X,1
312,S92000003,P,1,1,5,2,2,1,2,1,1,1,1,8,3,1
313,S92000003,P,1,1,5,2,2,1,2,1,2,1,9,11,2,2
314,S92000003,P,1,1,7,2,2,1,2,1,2,5,1,2,X,1
315,S92000003,P,0,2,7,5,2,1,1,1,1,5,4,1,X,2
316,S92000003,P,1,1,7,2,2,1,2,1,2,5,5,1,X,4
317,S92000003,P,1,1,4,2,2,1,1,1,9,1,5,1,3,3
318,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
319,S92000003,P,1,2,6,2,2,1,2,1,2,5,2,5,X,3
320,S92000003,P,1,2,4,2,2,1,2,1,1,2,2,8,3,1
321,S92000003,P,1,1,2,1,2,1,1,1,2,1,5,1,4,3
322,S92000003,P,1,1,4,2,2,1,1,1,2,1,3,3,3,2
323,S92000003,P,1,2,4,2,2,1,2,1,1,1,4,8,2,3
324,S92000003,P,4,1,2,1,2,1,2,1,2,1,5,3,3,3
325,S92000003,P,0,2,8,5,2,1,1,1,2,5,2,6,X,1
326,S92000003,P,1,1,7,2,2,1,3,1,2,5,8,2,X,2
327,S92000003,P,0,1,8,5,2,1,4,1,2,5,8,6,X,3
328,S92000003,P,1,2,5,2,2,1,2,1,2,1,6,10,2,3
329,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,10,2,2
330,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,11,2,3
331,S92000003,P,0,1,6,1,2,1,1,1,2,1,1,4,3,1
332,S92000003,P,1,2,7,2,2,1,2,1,1,5,5,11,X,1
333,S92000003,P,1,1,5,2,2,1,3,1,9,8,5,3,X,3
334,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
335,S92000003,P,1,2,1,1,1,2,1,1,1,X,X,X,X,X
336,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
337,S92000003,P,4,2,4,4,2,1,1,1,1,1,2,11,3,1
338,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
339,S92000003,P,1,1,7,2,2,1,3,1,1,5,5,4,X,3
340,S92000003,P,0,1,7,4,2,1,3,1,2,5,5,3,X,3
341,S92000003,P,1,2,2,1,2,1,1,1,1,1,7,7,3,3
342,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,10,3,1
343,S92000003,P,1,1,6,2,2,2,2,1,2,1,4,6,3,2
344,S92000003,P,1,2,2,1,2,1,1,1,1,1,6,11,3,4
345,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,10,X,1
346,S92000003,P,1,2,6,2,2,1,2,1,1,1,4,11,2,2
347,S92000003,P,1,1,6,2,2,1,1,1,9,5,9,6,X,4
348,S92000003,P,0,1,4,1,2,1,1,1,2,1,2,11,3,2
349,S92000003,P,1,1,8,2,2,1,2,1,2,5,4,8,X,2
350,S92000003,P,1,2,4,2,2,1,1,1,1,2,2,11,3,1
351,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,7,X,2
352,S92000003,P,2,1,8,5,2,1,2,1,2,5,8,2,X,4
353,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
354,S92000003,P,4,2,8,5,2,1,5,1,2,5,9,12,X,4
355,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,8,X,2
356,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
357,S92000003,P,1,2,6,2,2,1,1,1,2,1,7,7,3,4
358,S92000003,P,1,2,7,2,2,1,1,1,2,1,3,11,1,2
359,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,10,2,1
360,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,11,X,3
361,S92000003,P,1,2,4,2,2,1,2,1,1,7,4,12,X,2
362,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
363,S92000003,P,1,2,6,2,2,1,3,1,2,5,4,3,X,2
364,S92000003,P,1,1,4,2,2,1,1,1,1,2,5,3,4,3
365,S92000003,P,2,1,3,1,2,1,1,1,1,1,8,6,3,3
366,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
367,S92000003,P,0,2,6,4,2,1,2,1,1,1,6,11,2,4
368,S92000003,P,1,1,6,2,2,1,2,1,9,5,4,9,X,1
369,S92000003,P,1,2,4,2,2,1,2,1,9,1,2,11,3,2
370,S92000003,P,1,1,4,2,2,1,1,1,2,1,9,1,3,4
371,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
372,S92000003,P,0,2,6,4,2,1,1,1,2,1,2,10,3,1
373,S92000003,P,2,2,3,1,2,1,1,1,2,7,2,11,X,3
374,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
